FORM_NAME,CATEGORY_NAME,MAKE,MODEL,POWER,TYRE_SIZE,NET_WT,NUMBER_WHEELS,NUMBER_AXLES
First Time Registration - Engineering Plant,Ordinary Vehicles,MAHINDRA,GRAB LOADER (SX-4WD),2300,12.5-18/16.9-28,3000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MAZDA,MAZDA3SP,2499,225/75R16,1555,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE VAN (KC-LH119V),2779,195/80R15,1810,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,LEGACY B4 TA-BL5,1998,215/45R17,1440,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE TRUCK T-KM51,1486,165R15,1840,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1490,185/70R14,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,AXOR (2628),6370,385/65R22.5,8500,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER KG-HDJ101K,4163,265/70R17,2560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK315C),6557,700R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LANDCRUISER  70 (HZJ76R-RKMRS),4164,7.50R16,2160,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,GAIA (GF-SXM10G),1998,195/14,1410,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,ML270 CDI KH-163113,2685,240R16,2200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NPR58LR),3636,700R16,2520,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,SKYWAVE TYPE-S,650,2.75X15,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,K90,90,2.75X18,80,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (DBA-NCP60),1298,185R15,1000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,PATROL Y60,4169,31X10.5R15,1890,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX KB-LN165,2779,215/70R16,1500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ UA-SCP10,997,175/65R14,880,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HONDA,NC26,400,250X17,80,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE317BD),4214,7.00R16,2000,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HONDA,XL125,125,2.75-21,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NHR54),2490,6.0R15,1780,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3636,7.00R15,2560,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FS510VZ),12020,245/70R19.5,11870,12,4
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (UA-NCP60),1290,185/65R15,1010,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM (KH-KZH106G),2982,215/70R15,1980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH178V),2980,195/80R16,1840,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,ALEGO 1828,6370,315/80R22.5,7100,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VISTA GF-ZZV50,1796,195/70R15,1210,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4 SXA11,1998,215/70R16,1260,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/65R14,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO GF-AE111N,1580,175/65R14,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,DATSUN (GA-QD22),1999,195R14,1290,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,195/65R15,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER (UA-ACU30W-AWPGK),2362,225/65R17,1610,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE GA-YM60,1812,175R14,1330,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE( Y-KZH106W),2982,215/70R15,2170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR65G,1998,215/45R17,1570,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD UA-ANH10W,2362,205/65R16,1770,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH (TA-AZR65G),1998,195/65R15,1600,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R14,1310,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ DBA-KSP90-AHXDK,990,185/70R14,980,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HONDA,XL125,125,4.10 18/2.75 21,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G,1796,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,HIACE DX (CBF-TRH226K-LRPDK),2693,195/80R15,1700,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (BD),2771,7.50R15,1810,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,STRADA (S-K34T),2470,255/70R15,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1790,185/65R15,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KG-LH178V,2982,195R15,1790,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE317BD),4214,700R16,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (CBA-ZNE10G),1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE307BD),4214,6.50R16,2590,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,RODEO DENVER 3.0 TD,2999,245/70R16,1930,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,HARDBODY ADNJ86,2953,245/70R16,1890,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (KK-FE52EE),5249,205R16,3560,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE437E),4210,7.00R15,2390,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,RENDER,RAC9.9NA,100,3.00-17,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,ACTOS (1841L),11946,385/65R22.5,7495,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,195/80R16,1830,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO TA-AZT240,1998,195/65R15,1240,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1790,125/120,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,AXOR (2543),11967,315/80R22.5,6750,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE LH113V-RRPES,2779,195/70R15,1700,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1790,195/65R15,1310,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE315BD),3567,650R16,4835,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.50/18,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE307BD),4210,205/R17.5,2640,6,2
First Time Registration - Engineering Plant,Ordinary Vehicles,KOMATSU,CK35,7000,21X7X15-16 1/4X6X11 1/4,2325,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD CBA-ANH15W,2362,225/55R17,1920,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ TA-NCP10,1296,175/60R14,920,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,KOMATSU,FG25S,7000,21X7X15-16X5X11X1/4R,2325,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE447E),4214,7.00R16,3000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALTEZZA AS200 GF-GXE10,1980,195/65R15,1330,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO (CBA-NZT240-AEPEKL),1496,185/70R14,1140,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE111B),3290,6.50R16,2570,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,ROSA (U-BE449F),7545,205/85R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH113V),2779,195/80R15,1620,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX SURF (KZN130),2980,265/75R16,1910,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER (GF-UZJ100W),4663,275/70R16,2410,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX SURF SSR KD-KZN185W,2982,265/70R16,1850,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,60R13,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58L),3636,7.00R16,2520,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUZUKI,ESCUDO (CBA-TD54W),1990,225/70R16,1530,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X18/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,LONCIN,SK110,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KD-KZH106G,2984,215/65R15,2188,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,215/70R14,1790,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO CBA-ZZT240,1790,195/60R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH (GF-SR40G),1998,195/65R15,1450,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,185/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK337J),7545,650R16,3500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK337C),7545,7.50R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK415J),7545,750R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,EL,4512,750R16,3500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH E-SR50G,1998,195/70R14,1550,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX LN166R-TRMDS,2779,265/70R16,1800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO TA-AZT240,1998,195/70R15,1240,4,2
First Time Registration - Engineering Plant,Duty Free/Tax Free,JCB,VM 116 VIBRATORY ROLLER,100,23.1/16,11250,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,DATSUN L-FGD21,1952,195/80R15,1320,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR60G,1998,195/65R15,1480,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD TA-MNH15W,2990,195/65R15,1980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO KD-KZJ95W,2982,265/70R16,1940,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE LH113,2779,195/80R15,1680,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR60G,1998,195/65R15,1500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,ROSA (BE449F),3907,7.00R16,5245,6,2
First Time Registration - Motor Vehicle,Diplomatic Vehicles,TOYOTA,Kluger L,2163,215/70R16,1670,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU15W,2163,215/70R16,1700,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,YINXIANG,YX250ZH,250,155R12,350,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK618K),8201,8.25R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-NZT240,1496,185/710R14,1140,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (CBA-ZNE10G),1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,185/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO GF-RZJ95W,2690,225/75R15,1880,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,195/80R15,1840,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO DBA-ZRT261-AEXGP,1986,195/65R15,1270,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,JEEP,CHEROKEE (GH-KJ37),3700,235/70R16,1870,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO Q-LJ78G,2779,265/70R16,1800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO CBA-NZT240,1498,195/70R15,1140,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,CATERPILLAR,D6T,6000,CHAIN,18000,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH CBA-AZR60G-ANENH,1998,195/65R15,1510,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX (S-LN107),2779,265/70R15,1660,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR65G,1998,195/70R14,1580,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK X (DBA-GRX125-AEAZH),2490,235/40R18,1570,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE( Y-KZH106W),2982,205/70R15,2130,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER (CBA-SG5),1998,215/60R16,1410,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ DBA-KSP90-AHXNK,996,165/70R14,1000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,LPT 813EX2/34,5675,7.5X15,2990,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,ACTROS (2635),11946,12.00R20,9180,10,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,VOLKSWAGEN,TOUAREG ABA-7LBARA,4162,255/55R18,2330,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,KL3TJNJTR,2477,205R16,1775,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KD-KZH106W),2982,215/70R15,2120,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF-S-NHR55E,2771,6.00R15,2410,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II GRANDE (TA-GX110),1988,195/65R15,1380,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX KF-LN167,2980,265/70R15,1690,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH GF-SR50G,1998,205/65R15,1560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FS425S,16031,11R22.5,14500,12,4
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-MCU30W-AWAGK,2360,235/60R17,1600,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-NZT240-AEPEKA,1496,195/65R15,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,DATSUN (T-QGD21),1998,185R14,1250,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,FORWARD (FRR12LA),6490,8.25R16,3960,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE536E),3567,6.5R16,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,ROSA (BE459F),3907,7.00R16,5555,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM KH-KZH100G,2980,225/65R17,1890,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER (CBA-ACU30W-AWPGK),2360,225/65R17,1610,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1794,195/65R14,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,FORWARD (FRR32DB),7127,7.00R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA RUNX UA-NZE121,1490,175/70R14,1080,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO CBA-NZT240,1490,195/65R14,1140,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH178V),2985,195/80R16,1820,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,X-TRAIL TA-NT30,2000,215/65R16,1400,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO LA-RZJ120W,2690,265/65R17,1920,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3636,7.00R15,2600,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER U-FB308B,2835,6.50R15,1500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU30W-AWPGK,2360,215/70R16,1620,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4J (TA-ZCA26W),1790,205/60R16,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX(KUN26R-PRASYW-4E),2982,265/70R17,2200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1496,195/70R15,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO UA-NZE121N-FPPNK,1498,195/60R15,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,IMPREZA LA-GG2,2457,195/60R16,1000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (UA-NCP60),1294,185/65R15,1010,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO KD-KZJ95W,2982,265/70R16,1960,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ (DBA-KSP90-AHXDK1),990,188R16,980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO (E-AT211),1762,185/70R14,1150,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,THWAITES,DUMPER 6000,2300,235/55R17,6500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,X-TRAIL TA-NT30,1990,215/65R16,1410,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH (DBA-AZR65G-AREEHG),1990,195/75R14,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO LA-V73W,2970,265/70R16,2000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER P-FE214FZ,3298,7.00R16,2450,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER KK-FE51CB,4210,205/65R16,2620,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58ED),3636,7.00R16,2600,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,XENON XT,2956,215/70R16,1250,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,185/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,DUALIS UK DBA-J10,1990,225/45R19,1420,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KG-LH178V,2980,215/70R15,1820,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK417J),7545,750R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1794,185/70R14,1170,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKO,LGVSJP,125,2.75-18,101,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LANDCRUISER PRADO (KDJ150R-GKFEY),2982,265/65R17,2280,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SHACMAN,SX3254DM384R,9726,12.00R20,12500,10,3
First Time Registration - Engineering Plant,Duty Free/Tax Free,JCB,116 VIBRATORY SOIL COMPACTOR,100,23.1/16,11250,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SHACMAN,SX3254DM384R,9726,12.00R20,12500,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1794,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SHACMAN,SX3254DM384R,9726,12.00R20,12500,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ANE10G,1990,195/65R15,1440,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1794,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,BMW,X5FA52,2979,285/45R19,1800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR65G,1990,215/70R15,1600,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G,1790,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE NOAH E-SR50G,1998,185/70R14,1520,4,2
